bid,shelfmark,all_shelfmarks,title,responsibility,place,date,year,lang,possessor_field_Eco
CFIE011795,ECO.01.0408,ECO.01.0408,"Ioannis Caramuelis Primus calamus ob oculos ponens metametricam, quae variis currentium, recurrentium, adscendentium, descendentium, nec-non circumvol",,Romae,1663,1663,lat,yes
CFIE014810,ECO.01.0618,ECO.01.0618,"La mecanique des langues, et l'art de les enseigner. Par m. Pluche",,A Paris,1751,1751,fre,
CFIE026436,ECO.01.0352,ECO.01.0352,"4: Architecturae curiosae novae pars quarta. Quæ sex et triginta, cryptarum palatiorum ac viridariorum, genuinas et ad vivum delineatas effigies exhib",,"[2], 26 p., 36 c. di tav.",,    ,lat,
MILE032412,ECO.01.0861,ECO.01.0861,"Traicté du feu et du sel. Excellent et rare opuscule du sieur Blaise de Vigenere Bourbonnois, trouué parmy ses papiers apres son deceds",,A Rouen,1642,1642,fre,yes
CFIE006266,ECO.01.0690,ECO.01.0690,Johannis Lomeieri Zutphaniensis De veterum gentilium lustrationibus syntagma. Cum indice necessario,,Ultrajecti,1681,1681,lat,yes
CFIE008028,ECO.01.0358,ECO.01.0358,"Tela ignea Satanæ. Hoc est: Arcani, & horribiles Judærum adversus Christum Deum, & Christianam religionem libri anekdotoi. ... Joh. Christophorus Wage",,AltdorfI Noricorum,1681,1681,lat,yes
TO01021419,ECO.02.0163,ECO.02.0163,2,Francesco Vigano,Milano,1845,1845,ita,yes
CFIE003703,ECO.01.0876,ECO.01.0876,"Tractatus nouus de magnetica vulnerum curatione, citra vllum et dolorem, et dolorem, et remedij applicationem, et superstitionem, mirandarum & in natu",,Francofurti,1613,1613,lat,
MILE032376,ECO.01.0147,ECO.01.0147,"L'hospidale de' pazzi incurabili. Nuouamente ristampato, & posto in luce da Tomaso Garzoni da Bagnacauallo. Con tre capitoli in fine sopra la pazzia. ",,In Venetia,1601,1601,ita,yes
CFIE008288,ECO.01.0944,ECO.01.0944,"Theodori Kerckringii ... Commentarius in currum triumphalem antimonii Basilii Valentini, à se latinitate donatum",,Amstelodami,1671,1671,lat,yes
TO00979193,ECO.01.0553,ECO.01.0553,Les élémens primitifs des langues,par Bergier,Besançon,1837,1837,fre,
CFI0459376,ECO.01.0937,ECO.01.0937,Dizionario infernale,J. Collin De Plancy,Milano,1969,1969,ita,yes
VIAE001105,ECO.01.0427,ECO.01.0427,"Athanasii Kircheri Fuldensis Buchonii ... Ars magna lucis et umbrae, in 10. libros digesta. Quibus admirandae lucis & umbrae in mundo, atque adeò univ",,Amstelodami,1671,1671,lat,yes
UBOE043826,ECO.01.0245,ECO.01.0245,"Sefer Yeṣirah id est Liber Iezirah qui Abrahamo patriarchae adscribitur, una cum commentario Rabi Abraham F.D. super 32 semitis sapientiae, a quibus l",,Amstelodami,1642,1642,heb,yes
UBOE007710,ECO.01.0477,ECO.01.0477,"Rudolphi Cudworthi ... Systema intellectuale huius universi seu de veris naturae rerum originibus commentarii quibus omnis eorum philosophia, qui deum",,Ienae,1733,1733,lat,
UBOE007711,ECO.01.0477,ECO.01.0477,1,,,,1733,lat,yes
UBOE007752,ECO.01.0774,ECO.01.0774,"Johannis Trithemii ... Steganographia quae hucusque à nemine intellecta, sed passim ut supposititia, perniciosa, magica & necromantica, rejecta, elusa",,Moguntiae,1676,1676,lat,yes
NAPE014572,ECO.01.0428,ECO.01.0428,1,,,1665,1665,lat,yes
NAPE014573,ECO.01.0428,ECO.01.0428,"Athanasii Kircheri e Soc. Iesu Mundi subterranei tomus 2.us in 5. libros digestus quibus mundi subterranei fructus exponentur, et quidquid tandem raru",,Amstelodami,1664,1664,lat,yes
UBOE000921,ECO.01.1011,ECO.01.1011,Vlyssis Aldrouandi patricii Bononiensis Quadrupedum omnium bisulcorum historia. Ioannes Cornelius Vteruerius Belga colligere incaepit. Thomas Dempster,,Bononiae,1621,1621,lat,yes
UBOE005015,ECO.01.0912,ECO.01.0912,"Casti Innocentis Ansaldi ... De Theurgia, de que theurgicis ethnicorum mysteriis a divo Paullo memoratis. Commentarius",,Mediolani,1761,1761,lat,yes
NAPE005281,ECO.01.0190,ECO.01.0190,"Seconda nouissima editione delle imagini de gli dei delli antichi di Vicenzo Cartari reggiano. ... Cauate da' marmi, .. da Lorenzo Pignoria padouano. ",,In Padoua :nella stamparia di Pietro Pao,1626,1626,ita,yes
UBOE007724,ECO.01.0477,ECO.01.0477,2.: Radulphi Cudworthi Systema intellectuale tomus 2,,,,1733,lat,yes
UBOE022179,ECO.02.0120,ECO.02.0120,"Li dottori forestieri, che in Bologna hanno letto teologia, filosofia, medicina, & arti liberali, con li rettori dello studio da gli anni 1000. sino p",,In Bologna,1623,1623,ita,yes
UBOE006151,ECO.01.1018,ECO.01.1018,"Vlyssis Aldrouandi ... De quadrupedibus solidipedibus volumen integrum Ioannes Cornelius Vteruerius ... collegit, & recensuit. Hieronymus Tamburinus i",,Bononiae,1616,1616,lat,yes
UBOE006155,ECO.01.0355,ECO.01.0355,Prodromo ouero saggio di alcune inuentioni nuoue premesso all'arte maestra opera che prepara il p. Francesco Lana bresciano della Compagnia di Giesu'.,,In Brescia,1670,1670,ita,yes
SBL0283696,ECO.01.0216,ECO.01.0216,Storia degli alessandrini,Fausto Bima,Alessandria,1965,1965,ita,
PALE001981,ECO.01.0625/1,ECO.01.0625/1,2.1: Elementi d'ideologia del conte Destutt di Tracy pari di Francia ... per la prima volta pubblicati in italiano con prefazione e note del cav. Comp,,Milano,1817,1817,ita,yes
PALE001990,ECO.01.0625/3,ECO.01.0625/3,"3.1: Parte terza divisa in tre volumi. Logica alla quale è premesso un opuscolo recentemente pubblicato dall'autore, e intitolato Principi logici, o s",,Milano,1817,1817,ita,yes
UFIE002485,ECO.01.0275,ECO.01.0275,"Organum mathematicum libris 9. explicatum à p. Gaspare Schotto e Societate Jesu, quo per paucas ac facillimè parabiles tabellas, intra cistulam ad mod",,Herbipoli,1668,1668,lat,yes
UFIE000934,ECO.01.1009,ECO.01.1009,"Vlyssis Aldrouandi patricii Bononiensis Dendrologiæ naturalis scilicet arborum historiæ libri duo sylua glandaria, acinosumque pomarium vbi eruditione",,Bononiae,1668,1668,lat,yes
UFIE001011,ECO.01.0268,ECO.01.0268,"Esperienze intorno a diverse cose naturali, e particolarmente a quelle, che ci son portate dall'Indie fatte da Francesco Redi e scritte in vna lettera",,In Firenze,1671,1671,ita,yes
CFI0097988,ECO.04.0003,ECO.04.0003,Il pendolo di Foucault,Umberto Eco,\Milano!,1988,1988,ita,
PARE043418,ECO.01.0919,ECO.01.0919,"Oroscopo genealogico sacro, e perpetuo del real infante di Spagna Carlo rappresentato da 12. segni, e 7. pianeti, 24. costellazioni australi, e 25. se",,"In Genova: nella stamperia del Casamara,",1780,1780,ita,yes
PARE014101,ECO.01.0504,ECO.01.0504,"La morale del cittadino del mondo, ossia La morale della ragione; che forma la terza parte di un corso di Filosofia. Del signor abate Sauri ...",,InVenezia,1778,1778,ita,yes
UM1E002266,ECO.01.0901,ECO.01.0901,"Christophori Clauii Bambergensis ... In sphæram Ioannis de Sacro Bosco. Commentarius. Nunc quinto ab ipso auctore hoc anno 1606. recognitus, & plerisq",,Romae,1607,1607,lat,yes
LO1E001944,ECO.01.0150,ECO.01.0150,"La piazza vniuersale di tutte le professioni del mondo, nuouamente ristampata & posta in luce, da Thomaso Garzoni da Bagnacauallo",,In Venetia,1599,1599,ita,yes
LO1E027969,ECO.01.0397,ECO.01.0397,[1],,,,1585,lat,yes
LO1E027971,ECO.01.0397,ECO.01.0397,"2: Mysticae numerorum significationis pars altera, Io. Petro Bongo canonico Bergomate auctore: in qua de numeris in sacris libris potissimum repertis,",,Bergomi,1585,1585,lat,
CFI0145115,ECO.04.0041,ECO.04.0041,Leggere I promessi sposi,di Umberto Eco ... [et al.],Milano,1989,1989,ita,
SBL0403717,ECO.01.1026,ECO.01.1026,Indice delle edizioni citate come testi di lingua dagli Accademici della Crusca nelle cinque compilazioni del loro vocabolario,per cura dell'abate Luigi Razzolini,Milano,1863,1863,ita,yes
URB0367059,ECO.02.0148,ECO.02.0148,"La fin troublee de Tallemant des Reaux, d'apres des documents inedits",Emile Magne,Paris,1922,1922,fre,yes
CFI0153651,ECO.01.0879/06,ECO.01.0879/06,La rivista dei libri,,Milano,1991-2010,1991,ita,yes
SBL0477422,ECO.01.0039,ECO.01.0039,La mimica degli antichi investigata nel gestire napoletano,del canonico Andrea De Jorio,Napoli,1832,1832,ita,yes
LO1E008009,ECO.01.0975,ECO.01.0975,"Jo. Jacobi Mangeti, medicinæ doctoris, ... Bibliotheca chemica curiosa, seu Rerum ad alchemiam pertinentium thesaurus instructissimus: quo non tantùm ",,Genevæ,1702,1702,lat,
LO1E008010,ECO.01.0975,ECO.01.0975,1,,,,1702,lat,
LO1E008011,ECO.01.0975,ECO.01.0975,2,,,,1702,lat,yes
LO1E010131,ECO.01.0947,ECO.01.0947,"Theatrum chemicum, præcipuos selectorum auctorum tractatus de chemiæ et lapidis philosophici antiquitate, veritate, jure, præstantia, & operationibus,",,Argentorati,1659-1661,1659,lat,
LO1E010134,ECO.01.0947,ECO.01.0947,3,,,,1659,lat,yes
LO1E010135,ECO.01.0947,ECO.01.0947,4,,,,1659,lat,yes
LO1E009096,ECO.01.0872,ECO.01.0872,"Reconditorium ac reclusorium opulentiae sapientiaeque numinis mundi magni, cui deditur in titulum Chymica Vannus ... Reconditorium ac reclusorium opul",,Amstelodami,Anno 1666,1666,lat,yes
PARE066640,ECO.01.0094,ECO.01.0094,"Somniorum synesiorum omnis generis insomnia explicantes, libri 4. Per Hieronymum Cardanum Mediolanensem medicum ac philosophum. Quibus accedunt, eiusd",,Basilae,,1585,lat,yes
UM1E025681,ECO.03.0001,ECO.03.0001,Incipit rationale diuinorum officiorum editum per reuerendissimum in christo patrem & dominum dominum Guilielmum Duranti: dei et apostolice sedis grat,,,,1480,lat,yes
LO1E010132,ECO.01.0947,ECO.01.0947,1,,,,1659,lat,yes
UM1E002796,ECO.01.0414,ECO.01.0414,"Ioco-seriorum naturae et artis, siue Magiae naturalis centuriae tres auctore Aspasio Caramuelio accessit diattibe [!] de prodigiosis crucibus",,,[1666],1666,lat,yes
UM1E007250,ECO.01.0850,ECO.01.0850,"Flagellum daemonum. Exorcismos terribiles, potentissimos, et efficaces. Remediaque probatissima, ac doctrinam singularem in malignos spiritus expellen",,Bononiæ,1598,1589,lat,yes
UM1E009630,ECO.01.0915,ECO.01.0915,2: Eustachij Manfredij ... Tomus 2. quo ephemerides ipsæ consignantur,,Bononiæ,1715,1715,lat,yes
UBOE000912,ECO.01.1015,ECO.01.1015,"De animalibus insectis libri septem, cum singulorum iconibus ad viuum expressis. Autore Vlysse Aldrouando in almo Gymnasio Bonon: ... Cum indice copio",,Bonon.,1602,1602,lat,yes
PALE001992,ECO.01.0625/2,ECO.01.0625/2,2.2: Elementi d'ideologia del conte Destutt di Tracy pari di Francia ... per la prima volta pubblicati in italiano con prefazione e note del cav. Comp,,Milano,1817,1817,ita,
UBOE004917,ECO.01.0429,ECO.01.0429,"Athanasii Kircheri e Soc. Iesu Obeliscus Pamphilius, hoc est, interpretatio noua & hucusque intentata obelisci hieroglyphici quem non ita pridem ex ve",,Romae,1650,1650,lat,yes
RMS2622039,ECO.01.0542,ECO.01.0542,Éléments carlovingiens linguistiques et littéraires,,Paris,1846,1846,und,
TO0E047322,ECO.01.0399,ECO.01.0399,"Artis cabalisticae: hoc est, reconditae theologiae et philosophiae: scriptorum tomus 1. In quo praeter Pauli Ricii theologicos & philosophicos libros ",,Basileae,,1587,lat,yes
TO0E054618,ECO.01.0376,ECO.01.0376,"Dialogi di amore, composti per Leone medico, di natione hebreo, et dipoi fatto christiano",,[Venezia,1541,1541,ita,yes
TO0E055296,ECO.01.0370,ECO.01.0370,"Kuzari Liber Cosri continens colloquium seu disputationem de religione, habitam ante nongentos annos, inter regem Cosareorum, ... Eam collegit, in ord",,Basileæ,1660,1660,lat,yes
BA10033740,ECO.01.1096,ECO.01.1096,"L'illuminisme en France, 1771-1803",par Papus,Paris,1902,1902,fre,yes
LO10369767,ECO.01.1030,ECO.01.1030,5,,Milano,[1914?],1914,ita,yes
MIL0802061,ECO.01.0537,ECO.01.0537,Di alcune riforme nell'alfabeto della lingua italiana,studio di G.B,Milano,1878,1878,ita,
RMLE007795,ECO.01.0883,ECO.01.0883,Claudii Ptolemaei Pheludiensis Alexandrini Almagestum seu magnae constructionis mathematicae opus plane diuinum Latina donatum lingua ab Georgio Trape,,[Venezia,,1528,lat,yes
RMLE005895,ECO.03.0075/2,ECO.03.0075/2,"Secondo volume delle nauigationi et viaggi, raccolto gia da m. Gio. Battista Ramusio, et hora in questa nuoua editione accresciuto: nel quale si conte",,In Venetia,1583,1583,ita,yes
RML0402852,ECO.01.0673,ECO.01.0673,"Grammaire égyptienne, ou Principes généraux de l'écriture sacrée egyptienne appliquée à la représentation de la langue parlée",par Champollion le Jeune,Paris,1836,1836,fre,
RMLE006013,ECO.01.0353,ECO.01.0353,"Guilielmi Gilberti Colcestrensis, medici londinensis, De magnete, magneticisque corporibus, et de magno magnete tellure; Physiologia noua, plurimis & ",,Londini,1600,1600,lat,yes
RMLE006739,ECO.01.0025,ECO.01.0025,Philothei medici praestantissimi Commentaria in aphorismos Hippocratis. Nunc primum e graeco in Latinum sermonem conuersa Ludouico Corado Mantuano int,,,,1549,lat,yes
TO0E122821,ECO.01.0127,ECO.01.0127,"Mémoires du comte de Grammont, par le c. Antoine Hamilton. Edition ornée de 72. portraits, gravés d'apres les tableaux originaux",,A Londres,,1794,fre,yes
LO10434098,ECO.04.0043,ECO.04.0043,Cinque scritti morali,Umberto Eco,Milano,1997,1997,ita,
LO10355771,ECO.01.0788,ECO.01.0788,Dello scrivere in cifra,Leon Battista Alberti,Torino,[1994!,1994,ita,yes
LO10369755,ECO.01.1030,ECO.01.1030,2,,Milano,[1914?],1914,ita,yes
BRIE015967,ECO.03.0008,ECO.03.0008,Fratris Iacobi philippi Bergomensis ordinis fratrum Eremitarum diui Augustini: in omnimoda historia nouissime congesta: Supplementum cronicarum appell,,,,1486,lat,yes
RMLE017843,ECO.01.0626,ECO.01.0626,"3: Logique. Par m. Destutt comte de Tracy, pair de France, membre de l'Institut de France ...",,Paris,1818,1818,fre,yes
RMLE023833,ECO.01.0362,ECO.01.0362,"Johannis Nicolai antiq. prof. in Academ. Tubing. Libri 4. De Sepulchris Hebræorum: in quibus variorum populorum mores proponuntur, multa obscura loca ",,Lugduni Batavorum,1706,1706,lat,yes
TSAE002526,ECO.01.0874,ECO.01.0874,"Musaeum hermeticum reformatum et amplificatum, omnes sopho-spagyricae artis discipulos fidelissimè erudiens ... Continens tractatus chimicos 21. praes",,Francofurti,1678,1678,lat,yes
TSAE002486,ECO.01.1020,ECO.01.1020,"Geographiae et hydrographiae reformatae, nuper recognitae, & auctae, libri duodecim. Auctore R.P. Io. Baptista Ricciolio Ferrariensis Societatis Iesu.",,Venetiis,1672,1672,lat,
LO10742040,ECO.01.0247,ECO.01.0247,Absconditorum clavis,,Paris,1899,1899,fre,
RMLE067463,ECO.01.0125,ECO.01.0125,Incipit primus liber speculi moralis,,,,1476,lat,
RMLE013847,ECO.01.0191,ECO.01.0191,"Le vere e noue imagini de gli Dei delli antichi di Vincenzo Cartari reggiano. Ridotte da capo a piedi in questa nouissima impressione alle loro reali,",,In Padoua,1615,1615,ita,yes
RMLE017838,ECO.01.0626,ECO.01.0626,"1: Ideologie proprement dite. Par m. Destutt comte de Tracy, pair de France, membre de l'Institut de France ...",,Paris,1817,1817,fre,yes
RMLE017841,ECO.01.0626,ECO.01.0626,"2: Grammaire. Par m. Destutt comte de Tracy, pair de France, membre de l'Istitut de France ...",,Paris,1817,1817,fre,yes
RMLE017844,ECO.01.0626,ECO.01.0626,"4: Traité de la volonte et de ses effets. Par m. Destutt comte de Tracy, pair de France, membre de l'Institut de France ...",,Paris,1818,1818,fre,yes
LO10735458,ECO.01.0180,ECO.01.0180,"Bibliotheca magica et pneumatica, oder Wissenschaftlich geordnete Bibliographie der wichtigsten in das Gebiet des Zauber, Wunder, Geister und sonstige",von Johann Georg Theodor Gräke,Leipzig,1843,1843,ger,yes
MIL0798359,ECO.04.0091,ECO.04.0091,Le interviste immaginarie,,Milano,2010-,2010,ita,
LO10369754,ECO.01.1030,ECO.01.1030,1,,Milano,[1914?],1914,ita,yes
LO10369761,ECO.01.1030,ECO.01.1030,4,G.B. Casti,Milano,[1914],1914,ita,yes
TO0E033943,ECO.01.0161,ECO.01.0161,"Horou Apollonos Neiloou hieroglyphika. Ori Apollinis Niliaci, De sacris notis & sculpturis libri duo, vbi ad fidem vetusti codicis manu scripti restit",,Parisiis,1551,1551,grc,yes
LO10307922,ECO.02.0127,ECO.02.0127,3,compilata su documenti e relazioni autentiche dall'avvocato Pier Carlo Boggio,Torino,1867,1867,ita,yes
TO0E039713,ECO.03.0041,ECO.03.0041,"Christiani Hugenii Zulichemii, const. f. Horologium oscillatorium, siue de motu pendulorum ad horologia aptato demonstrationes geometricæ",,Parisiis,1673,1673,lat,yes
RLZE021775,ECO.01.0760/02,ECO.01.0760/02,"Clauis artis Lullianae, et verae logiges duos in libellos tributa. Id est solida dilucidatio artis magnae, generalis, et ultimae, quam raimundus Lullu",,Stasburgo,1652,1652,lat,yes
LO10307917,ECO.02.0127,ECO.02.0127,1,compilata su documenti e relazioni autentiche dall'avvocato Pier Carlo Boggio,Torino,1860,1860,ita,yes
CUB0619141,ECO.01.0808,ECO.01.0808,Sulla cosmogonia mosaica,Antonio Stoppani,Milano,1892,1892,ita,
LO10307919,ECO.02.0127,ECO.02.0127,2,compilata su documenti e relazioni autentiche dall'avvocato Pier Carlo Boggio,Torino,1865,1865,ita,yes
TO0E041701,ECO.01.0290,ECO.01.0290,"Primitiæ gnomonicæ catoptricæ hoc est. Horologiographiæ nouæ specularis ... Authore R. P. Athanasio Kircher Buchonio, e Societate Iesu ...",,Avenione,1635,1635,lat,yes
TO0E028875,ECO.01.0151,ECO.01.0151,"\1!: De symbolica Aegyptiorum sapientia. Auctore P. Nicolao Caussino Trecensi, è Societate Iesu",,Parisiis,1618,1618,lat,yes
NAP0077216,ECO.01.0060,ECO.01.0060,3.1 Dantis Aligherii De Monarchia,,Florentiae,1839,1839,lat,yes
TO0E042978,ECO.01.0952,ECO.01.0952,"Bibliotheca chimica. Seu Catalogus librorum philosophicorum hermeticorum in quo quatuor millia circiter, authorum chimocorum, vel de transmutationemme",,Parisijs,1654,1654,lat,yes
RMLE038280,ECO.01.0154,ECO.01.0154,Ioannes Frobenius studiosis S.D. Damus nunc vobis Orum Apollinem Niliacum de hieroglyphicis notis a Bernardino Trebatio Veicetino latinitate donatum. ,,,,1518,lat,yes
RMLE015486,ECO.01.0273,ECO.01.0273,"1: P. Gasparis Schotti Regiscuriani e Societate Jesu, ... Pars 1. continet Optica, 2. Acoustica, 3. Mathematica, 4. Physica. .",,[Francoforte sul Meno],1657,1657,lat,yes
RMLE015487,ECO.01.0273,ECO.01.0273,"2: P. Gasparis Schotti ... Magiæ universalis naturæ et artis, pars 2. Acustica, in 7. libros digesta, quibus ea quæ ad auditum, & auditus objectum spe",,[Francoforte sul Meno]: sumptibus Hæredu,1657,1657,lat,yes
RMLE015489,ECO.01.0273,ECO.01.0273,"3: P. Gasparis Schotti ... Magiæ universalis naturæ et artis, pars 3. & 4. in 9. libros digesta, quibus pleraque quæ in centrobaryca, mechanica, stati",,[Francoforte sul Meno],1658,1658,lat,yes
RMLE030082,ECO.01.0719,ECO.01.0719,"Foenix d. Petri Thomasii Rauennatis, memoriae magistri. Nunc recens diligentissime castigata, atque excusa",,Venetiis,1565,1565,lat,
RMLE011635,ECO.01.0273,ECO.01.0273,"4: P. Gasparis Schotti Regiscuriani, e Societate Jesu, ... Thaumaturgus physicus, sive Magiæ universalis naturæ et artis pars 4. et ultima, in 8. libr",,[Francoforte sul Meno],1659,1659,lat,yes
RMLE011634,ECO.01.0273,ECO.01.0273,"P. Gasparis Schotti Regiscuriani e Societate Jesu, ... Magia universalis naturæ et artis, sive Recondita naturalium & artificialium rerum scientia, ..",,[Francoforte sul Meno],1657-1659,1657,lat,
UBO1255015,ECO.01.0129,ECO.01.0129,17.me siecle,Paul Lacroix,Paris,1882,1882,fre,yes
BVE0591103,ECO.01.0234,ECO.01.0234,Essai historique et critique sur l'atlantique des anciens,Frédéric-Charles Baer,Avignon,1835,1835,fre,yes
BVEE003014,ECO.01.0159,ECO.01.0159,Tou agiou patros ēmōn Epiphaniou ... Peri ton physiologon. Tou autou eis ta baia logos. Sancti patris nostri Epiphanii ... Ad physiologum. Eiusdem in ,,Romæ,1587,1587,grc,yes
BVEE004049,ECO.01.0893,ECO.01.0893,"Opere di Orontio Fineo del Delfinato: diuise in cinque parti; arimetica, geometria, cosmografia, & oriuoli, tradotte da Cosimo Bartoli ... et gli Spec",,In Venezia,1587,1587,ita,yes
BVEE009763,ECO.01.0790,ECO.01.0790,"Ioan. Goropii Becani Origines Antwerpianae, siue Cimmeriorum Becceselana nouem libros complexa. Atuatica, 1. Gigantomachia, 2. Niloscopium, 3. Cronia,",,Antuerpiae,1569,1569,lat,yes
BVEE010307,ECO.01.0069,ECO.01.0069,Phylostratus [!] de vita Apollonii Tyanei scriptor luculentus a Philippo Beroaldo castigatus,,,[1504 ca.],1504,lat,yes
BVEE011235,ECO.01.0887,ECO.01.0887,"La geografia di Claudio Tolomeo alessandrino, nuouamente tradotta di greco in italiano, da Girolamo Ruscelli, con Espositioni del medesimo, particolar",,In Venetia,1561,1561,ita,yes
